study_hours,sleep_hours,attendance_percentage,assignments_completed,screen_time,coding_interest,logical_reasoning,creativity_score,communication_skill,stress_level,performance_score,career,Data Science,Backend Development,Cybersecurity,UI/UX Design,Web Development,Cloud Computing,Mobile Development,Game Development,DevOps Engineering,Software Testing,recommended_career
8,4,74,2,4,8,4,2,6,2,66.18284159484234,DevOps Engineering,62.42711509500241,47.93388429752066,59.86342238669331,31.63841807909604,41.37931034482759,58.03045625062959,42.28571428571428,36.26373626373628,43.142857142857125,43.125,Data Science
1,8,70,2,4,4,3,2,2,3,34.82061894624312,DevOps Engineering,24.949119228248048,28.512396694214864,35.73623833097052,13.559322033898304,18.390804597701145,35.05511178457817,19.428571428571427,21.978021978021978,34.57142857142858,20.0,Cybersecurity
8,9,73,9,6,7,5,3,4,9,71.53304408190724,DevOps Engineering,66.86210276642728,55.371900826446286,59.454744705602046,32.20338983050847,41.954022988505756,58.23230206449984,43.428571428571416,42.85714285714286,47.7142857142857,48.75,Data Science
7,7,54,7,4,10,6,7,2,5,61.511864865310464,Game Development,66.0652542237177,50.0,44.97601563856005,45.76271186440678,59.77011494252873,38.76764545551034,57.71428571428571,67.03296703296705,23.142857142857146,50.62500000000001,Game Development
1,8,55,10,5,3,3,3,1,5,35.49293118432057,DevOps Engineering,23.652988032417845,22.727272727272723,25.467252317182748,15.819209039548024,18.390804597701145,21.60975860767757,19.428571428571427,25.274725274725284,22.857142857142858,33.125,Software Testing
2,7,98,9,6,9,2,1,3,9,36.950662704855034,DevOps Engineering,34.15435113893815,73.96694214876032,49.65450484582078,20.903954802259886,41.37931034482759,56.88799003161672,44.00000000000001,37.36263736263737,77.42857142857142,35.0,DevOps Engineering
3,6,92,9,5,10,7,6,4,10,49.20616597329467,Cloud Computing,56.46284744755473,86.77685950413222,59.24916098949351,49.15254237288136,62.06896551724138,63.37531180016983,61.142857142857146,65.93406593406594,77.99999999999999,60.00000000000001,Backend Development
1,7,97,1,7,4,5,3,10,3,34.235309301719575,DevOps Engineering,28.654106262539198,55.371900826446286,54.86497440359722,50.847457627118644,42.52873563218391,60.077988070155364,44.57142857142857,35.16483516483518,75.71428571428571,51.250000000000014,DevOps Engineering
9,6,93,10,9,2,9,1,5,4,91.13632735878959,Cybersecurity,81.89886740190146,68.18181818181817,92.53857066590541,24.858757062146896,23.563218390804597,93.01805611457613,28.000000000000004,28.57142857142857,89.99999999999999,71.87500000000001,Cloud Computing
8,4,96,1,10,10,3,4,5,7,45.738073797374064,Mobile Development,48.03425818883531,68.59504132231405,56.43904012413466,50.847457627118644,68.39080459770116,62.09687250569112,71.42857142857143,63.73626373626373,66.85714285714285,29.375,Mobile Development
2,7,72,4,7,5,8,1,7,2,42.45253411361503,Cybersecurity,43.64972832123597,50.41322314049586,48.71228560604719,31.638418079096052,34.48275862068966,46.65852110294815,37.71428571428571,32.967032967032964,51.14285714285713,65.0,Software Testing
9,8,53,5,7,2,6,1,10,8,68.5917656430661,Software Testing,58.06427588720966,20.247933884297513,46.913060152871765,38.418079096045204,27.58620689655173,40.68689662424559,30.85714285714286,20.879120879120887,16.285714285714285,56.87500000000001,Data Science
7,6,76,1,4,10,4,2,8,5,51.83456669236488,DevOps Engineering,54.35212919480136,54.95867768595042,50.210419303374145,40.67796610169492,52.87356321839081,50.192833828452365,53.714285714285715,42.85714285714286,41.999999999999986,45.625,Backend Development
9,8,67,4,1,6,9,10,9,1,87.64807197511844,UI/UX Design,86.45990994028612,52.47933884297521,75.87929055038896,75.14124293785311,59.195402298850574,69.82597808364174,53.7142857142857,63.736263736263744,46.857142857142854,78.12500000000003,Data Science
6,5,70,6,8,10,5,8,7,3,57.15505513375943,UI/UX Design,60.064466903639534,59.09090909090908,52.29877681368518,74.57627118644069,81.03448275862071,49.94527673415529,80.57142857142858,79.12087912087914,44.285714285714285,61.875000000000014,Web Development
6,6,77,9,4,1,10,2,5,9,62.00153256996999,DevOps Engineering,57.86381138506803,53.30578512396693,62.265114823880495,20.33898305084746,11.49425287356322,61.240076409204605,12.571428571428573,19.780219780219788,63.42857142857141,66.25,Software Testing
4,7,84,9,1,6,6,2,9,5,70.53084027942646,Backend Development,64.25930997293014,64.0495867768595,69.51625174806696,34.463276836158194,31.60919540229885,69.9025016019749,30.85714285714285,25.274725274725274,68.85714285714286,72.50000000000001,Software Testing
2,6,71,7,5,4,9,10,8,8,46.21948502659736,UI/UX Design,46.84927006010964,52.892561983471076,47.936783035595845,76.27118644067798,58.62068965517242,46.380106643571956,55.42857142857144,65.93406593406594,50.85714285714285,71.25000000000003,UI/UX Design
7,8,89,6,8,3,7,10,10,1,81.76052745652584,UI/UX Design,71.20133002251458,57.43801652892561,83.49718707957602,87.00564971751413,64.9425287356322,83.43546251096589,63.42857142857142,67.03296703296704,77.14285714285715,73.75,UI/UX Design
5,4,72,7,4,2,5,8,9,7,47.26268695814322,UI/UX Design,37.259010938051304,35.537190082644635,44.81929997367499,65.5367231638418,43.103448275862064,44.24362360699896,40.57142857142857,43.95604395604396,45.14285714285713,55.625000000000014,UI/UX Design
6,6,52,8,8,7,2,6,10,7,43.74486427666655,Mobile Development,37.895371788267,28.09917355371901,26.254631620545,71.18644067796612,67.24137931034483,21.899057219980723,68.0,57.14285714285715,11.99999999999999,54.375000000000014,UI/UX Design
2,7,89,4,8,9,4,4,8,8,32.01481066615577,Mobile Development,34.46451451206185,66.11570247933884,44.0344721170791,56.49717514124295,64.9425287356322,48.71170643582463,66.85714285714286,57.14285714285716,62.28571428571428,48.125000000000014,Mobile Development
5,5,99,4,3,3,2,3,6,3,57.3801098332862,DevOps Engineering,40.73203363675002,48.760330578512395,66.90572945489698,29.378531073446325,22.413793103448274,72.12110076846466,22.285714285714285,19.780219780219788,76.85714285714286,31.875000000000004,DevOps Engineering
4,9,59,10,9,6,3,1,4,1,48.30994836951029,DevOps Engineering,40.677285107544215,35.9504132231405,38.55971595566686,25.98870056497175,37.931034482758626,34.1844082821385,42.28571428571428,35.16483516483517,31.99999999999999,51.25000000000001,Software Testing
9,4,74,9,3,9,10,3,9,9,78.13183634787333,Data Science,86.57729458011539,77.27272727272727,70.52316751438573,46.32768361581922,51.724137931034484,67.94342152615177,51.42857142857142,48.35164835164836,59.14285714285713,88.75,Software Testing
6,5,98,3,1,2,3,9,9,1,60.16151155823417,UI/UX Design,43.682744349377145,46.2809917355372,70.54183116870075,65.53672316384181,39.655172413793096,74.73285968774303,34.857142857142854,39.56043956043957,77.71428571428572,44.375,DevOps Engineering
2,6,57,8,2,7,4,5,10,6,41.857658251730655,DevOps Engineering,38.5036020248092,38.01652892561984,31.357017768384065,55.93220338983051,50.0,27.58366469840383,47.99999999999999,41.758241758241766,23.999999999999996,64.37500000000001,Software Testing
1,8,60,4,6,5,6,6,10,9,16.567495714655102,Software Testing,18.769133446690343,34.71074380165288,17.966978436889995,65.5367231638418,54.59770114942529,16.32132317847557,54.285714285714285,50.54945054945057,23.999999999999996,56.875,UI/UX Design
5,8,54,1,10,5,3,5,9,2,29.912888675182327,DevOps Engineering,25.021119321714934,17.35537190082644,23.215653254831654,63.84180790960452,58.62068965517242,18.825872435263587,61.142857142857146,51.64835164835166,11.142857142857139,41.875,UI/UX Design
9,7,94,9,2,7,10,1,10,4,100.0,Cybersecurity,100.0,87.19008264462809,100.0,35.59322033898306,36.20689655172414,100.0,36.57142857142857,30.76923076923077,92.0,95.625,Data Science
6,8,86,7,6,9,1,10,3,2,59.9886519545247,Game Development,52.13139949851817,58.67768595041321,59.74129053743693,66.66666666666669,72.41379310344828,61.80902129943787,69.71428571428572,75.82417582417582,61.42857142857143,34.375,Game Development
7,4,94,6,1,4,1,1,3,4,60.58368267032746,DevOps Engineering,44.01217372864589,47.52066115702479,63.889108597690225,6.779661016949151,9.770114942528737,68.20385168318586,9.71428571428571,8.791208791208796,69.71428571428571,23.125000000000004,DevOps Engineering
5,8,87,7,11,9,9,4,6,2,71.02475060220546,Data Science,76.86976268690327,82.64462809917354,77.37405698251916,54.802259887005654,68.39080459770116,77.10360265256799,72.00000000000001,69.23076923076924,78.85714285714283,78.75000000000001,Backend Development
6,7,78,2,1,10,9,3,6,1,73.66543553597394,Data Science,81.27131287153861,72.31404958677685,74.00341857608424,33.898305084745765,45.97701149425289,71.27690808989853,44.57142857142857,46.15384615384617,59.71428571428571,68.75000000000003,Data Science
5,9,54,3,5,9,5,8,6,3,54.41824404829034,Game Development,55.58790737426431,38.842975206611555,40.51461889829582,64.97175141242938,68.39080459770115,34.535010978841704,66.28571428571429,69.23076923076924,17.142857142857142,50.000000000000014,Game Development
9,6,58,4,10,4,9,7,5,8,57.85050491224394,DevOps Engineering,59.56671237354475,38.429752066115704,47.07578925298362,59.322033898305094,54.59770114942529,41.844671419160775,56.00000000000001,63.736263736263744,27.999999999999993,54.375000000000014,Game Development
6,6,97,5,11,3,7,7,5,5,69.34979414004702,Cloud Computing,60.99674795735244,62.8099173553719,78.20741769814278,59.88700564971753,52.87356321839081,81.46962198273602,54.85714285714286,60.439560439560445,83.71428571428571,50.625,DevOps Engineering
8,8,51,0,9,2,9,8,2,4,53.7477593183787,Cybersecurity,52.20353300225934,21.07438016528926,42.60865365935768,50.282485875706215,42.5287356321839,35.157209981774464,42.857142857142854,59.34065934065935,15.714285714285714,37.50000000000001,Game Development
2,5,50,3,8,9,7,10,7,5,35.29068078834074,UI/UX Design,43.26332330939512,41.32231404958677,27.226843263107387,83.61581920903954,83.90804597701151,21.20500333621945,82.28571428571429,86.8131868131868,13.714285714285706,59.375,Game Development
9,6,89,10,3,2,9,7,4,6,88.95435091604463,Cloud Computing,80.19622332104909,64.87603305785125,87.39267353210354,41.80790960451978,28.73563218390805,87.43766623403148,26.285714285714292,41.758241758241766,82.57142857142856,66.25000000000001,Cloud Computing
5,9,79,9,3,6,2,10,3,6,52.59179594215206,Web Development,42.45786082177065,48.347107438016536,49.42880247934093,58.19209039548024,53.448275862068975,50.77336941910783,49.14285714285714,60.439560439560445,52.85714285714286,35.0,Game Development
7,8,60,4,1,5,8,2,8,5,70.13423261528276,Cybersecurity,67.85143798996161,40.495867768595026,56.68819661338538,29.943502824858754,25.862068965517242,50.94192081572494,25.142857142857146,24.17582417582418,31.428571428571427,64.375,Data Science
1,7,77,6,3,5,7,4,4,6,44.23995163104781,DevOps Engineering,42.44341629976985,54.132231404958674,49.20751674908667,29.943502824858765,30.459770114942536,49.27374733777971,29.714285714285708,36.26373626373628,55.714285714285715,51.250000000000014,DevOps Engineering
5,9,93,4,11,4,6,6,4,9,41.64506150445812,DevOps Engineering,38.597815431320655,58.67768595041323,54.493749373873044,52.542372881355945,51.724137931034484,59.305510953578164,54.285714285714285,58.241758241758255,71.14285714285714,36.875,DevOps Engineering
2,8,61,0,1,6,5,3,8,5,30.980531132083133,DevOps Engineering,30.27604845076075,30.99173553719008,28.918573039046,36.15819209039549,33.33333333333333,26.21356261215167,32.0,28.57142857142858,21.14285714285714,42.50000000000001,Software Testing
6,9,88,10,8,5,4,3,1,6,64.87861453295821,DevOps Engineering,54.90671531464041,59.50413223140496,65.33246197041397,23.163841807909606,33.33333333333334,67.65338013426985,36.00000000000001,39.560439560439576,71.14285714285714,38.75,DevOps Engineering
1,6,75,6,1,4,7,6,9,4,48.58551030129662,Software Testing,44.013599869181,49.173553719008254,51.940572516538765,52.542372881355945,37.356321839080465,50.91383879037269,34.285714285714285,37.36263736263738,54.57142857142856,68.125,Software Testing
3,7,62,7,5,9,3,1,7,3,34.455127609273376,DevOps Engineering,34.80810348131538,44.628099173553714,30.47492302470024,32.76836158192091,45.97701149425288,27.92802744050339,48.00000000000001,36.26373626373626,30.28571428571429,54.375000000000014,Software Testing
5,8,57,6,9,6,8,1,2,6,54.67954332035178,Backend Development,56.572126863388206,43.80165289256198,44.452542968774715,19.2090395480226,34.482758620689644,39.008382317205644,38.857142857142854,40.659340659340664,29.142857142857153,50.62500000000001,Data Science
4,4,77,10,7,10,2,5,6,5,44.62844364727868,Mobile Development,43.00667245357991,61.15702479338842,43.79147399199918,54.23728813559322,66.66666666666669,44.88671103589548,67.42857142857144,60.439560439560445,52.28571428571428,53.125000000000014,Mobile Development
3,7,79,3,4,10,1,1,8,4,32.99480943848609,DevOps Engineering,31.327619373679717,51.23966942148759,37.103653734896916,35.59322033898306,49.42528735632184,39.334184114401204,50.857142857142854,35.16483516483517,43.99999999999999,38.75000000000001,Backend Development
5,4,58,7,11,10,2,10,5,5,39.89991273018181,Game Development,39.837110680254575,41.735537190082646,28.867869641623795,83.05084745762713,91.37931034482759,25.734820017395858,91.42857142857143,91.2087912087912,20.85714285714285,42.50000000000001,Mobile Development
8,9,88,4,9,3,9,8,6,7,68.73649771933826,Cloud Computing,65.7203255435165,59.91735537190082,73.41918095555864,64.97175141242938,53.44827586206896,74.48789493909986,53.7142857142857,62.637362637362635,71.7142857142857,57.50000000000001,Cloud Computing
4,5,80,9,9,10,5,2,10,1,61.71407459280497,Mobile Development,62.5815405443257,71.07438016528924,62.713254460883626,55.93220338983051,67.81609195402298,62.0830401111268,71.42857142857143,54.94505494505495,64.57142857142858,81.25000000000001,Software Testing
1,7,70,8,2,6,8,6,8,1,57.95409055858064,Cybersecurity,57.04646940749628,57.02479338842975,57.832761357597896,53.10734463276836,45.97701149425288,54.296305797452824,43.42857142857143,47.25274725274726,54.85714285714286,80.62500000000001,Software Testing
7,9,96,9,10,1,3,10,6,1,73.88318449650254,DevOps Engineering,53.089530174782084,48.76033057851241,77.91395251352361,74.57627118644068,54.59770114942529,80.91249826887754,54.285714285714285,60.439560439560445,83.42857142857144,48.75,DevOps Engineering
8,4,83,4,10,5,7,10,9,2,64.33045693412276,UI/UX Design,61.76198064682396,56.61157024793388,68.13236285164955,89.26553672316385,75.86206896551725,67.7697158121745,75.42857142857142,78.02197802197803,64.85714285714285,66.875,UI/UX Design
3,6,80,0,11,10,2,5,9,9,18.756840894811333,Mobile Development,22.298278697637155,51.23966942148759,26.89109490239706,71.1864406779661,81.03448275862071,30.83967774917079,84.0,69.23076923076924,38.85714285714284,32.50000000000001,Mobile Development
6,6,74,8,6,6,8,10,9,5,63.47074602990324,UI/UX Design,63.952309800026306,60.33057851239669,61.30235599364984,83.61581920903954,70.6896551724138,59.2050409394255,68.0,73.62637362637363,57.14285714285714,78.75000000000001,UI/UX Design
2,5,61,4,4,8,7,4,6,9,26.997315726182734,Backend Development,34.97107745025797,48.347107438016536,26.41340611709606,41.807909604519764,48.27586206896552,24.205945663505894,47.99999999999999,48.35164835164836,27.428571428571413,52.500000000000014,Software Testing
7,7,50,5,8,9,5,1,9,5,54.408906001136494,Mobile Development,56.62104993846817,38.016528925619824,36.735161007004095,44.632768361581924,56.32183908045978,30.206862248493664,60.0,45.05494505494505,12.571428571428566,61.875000000000014,Software Testing
8,7,71,3,11,3,4,3,3,7,48.43893373359238,DevOps Engineering,39.477398657446095,30.165289256198346,43.672285367039244,32.76836158192091,35.63218390804598,43.048376791695894,40.0,39.560439560439576,35.99999999999998,23.749999999999996,Cybersecurity
6,7,89,5,7,2,1,4,5,6,50.40005286953253,DevOps Engineering,31.90394702391975,35.537190082644635,53.08179425756763,36.72316384180791,29.31034482758621,57.147004535753624,30.85714285714286,28.57142857142858,59.428571428571445,21.875000000000004,DevOps Engineering
6,9,86,7,7,4,5,2,2,2,73.84419951271785,DevOps Engineering,62.16286525006299,53.71900826446281,73.48691793252695,18.644067796610166,25.287356321839084,73.82950980560108,27.999999999999996,30.769230769230777,69.42857142857142,42.50000000000001,Cloud Computing
5,5,96,2,11,8,9,2,8,3,53.27953356591899,Data Science,61.202029401972865,80.57851239669421,71.2449896641,50.28248587570621,60.91954022988506,74.2245150235844,65.71428571428571,57.14285714285716,83.71428571428571,70.00000000000001,DevOps Engineering
8,7,50,4,10,8,10,2,4,5,60.424808446172676,Data Science,70.41914649098115,47.93388429752066,46.808055626523696,35.02824858757062,51.724137931034484,38.7174688450563,55.99999999999999,56.04395604395606,21.14285714285714,64.375,Data Science
1,9,50,1,9,3,4,1,6,4,17.976074918867063,DevOps Engineering,12.06505934327884,10.330578512396693,13.192499948972996,29.378531073446325,29.31034482758621,8.631743469087642,33.71428571428571,26.37362637362637,5.714285714285714,31.875000000000004,Mobile Development
4,6,91,1,5,4,9,10,6,6,52.18613462516573,Cloud Computing,52.545606870093486,61.98347107438016,65.52587083343757,69.49152542372882,55.17241379310346,67.97471736320792,52.000000000000014,65.93406593406594,72.57142857142857,52.500000000000014,DevOps Engineering
4,4,91,6,6,3,2,2,5,8,41.13621585106834,DevOps Engineering,27.536352222107162,44.62809917355371,48.5133433025587,25.98870056497175,24.13793103448276,53.68081605248896,26.285714285714285,21.97802197802199,64.0,27.500000000000007,DevOps Engineering
3,9,70,9,1,10,4,6,1,8,55.22607988396578,Web Development,54.91774283802343,59.91735537190082,46.68306910941245,32.203389830508485,47.70114942528736,45.663446619000446,44.57142857142857,53.84615384615387,42.28571428571428,40.00000000000001,Backend Development
3,6,64,9,6,2,9,3,7,3,54.198954841765335,Cybersecurity,49.95453764824298,42.975206611570236,51.6974558753241,36.72316384180791,27.011494252873568,47.088734779115455,28.57142857142857,30.769230769230777,47.99999999999999,76.87500000000001,Software Testing
4,6,66,10,2,4,4,10,10,4,56.088387820786465,UI/UX Design,45.18632816389456,38.01652892561984,47.22540114514872,77.96610169491525,55.17241379310346,44.431347447139174,50.28571428571429,53.84615384615387,41.42857142857141,68.12500000000001,UI/UX Design
1,4,71,9,6,6,5,5,8,1,47.31132082985566,DevOps Engineering,42.49910725111326,50.41322314049588,47.99454140242495,54.802259887005654,51.724137931034484,46.000761285219404,52.0,48.35164835164836,51.71428571428572,70.00000000000001,Software Testing
2,6,87,5,9,5,8,1,1,2,48.68169277550162,Cybersecurity,48.510477464342614,64.0495867768595,62.06395772044127,14.689265536723159,28.73563218390805,63.21711399164359,33.142857142857146,37.36263736263737,74.0,48.75,DevOps Engineering
9,5,84,3,8,3,1,8,10,9,45.52017315200886,UI/UX Design,31.477464891609348,32.231404958677686,44.9812409761062,76.8361581920904,58.045977011494244,48.714797205768804,57.71428571428571,51.64835164835164,46.857142857142854,30.00000000000001,UI/UX Design
2,4,94,4,9,2,1,4,7,10,25.024132227869217,DevOps Engineering,10.021701021186615,38.429752066115704,37.75102655840831,46.89265536723165,37.356321839080465,45.11477361836843,40.0,32.967032967032964,61.71428571428572,20.625000000000007,DevOps Engineering
5,6,65,0,10,9,9,9,4,10,25.68772950159915,Data Science,41.49229063531849,55.78512396694214,29.992282705408268,71.75141242937853,79.88505747126436,28.49436858881795,80.0,89.01098901098902,30.571428571428562,45.000000000000014,Game Development
9,8,57,6,8,1,9,4,6,2,80.50137065752679,Cybersecurity,71.77942622296536,30.16528925619833,64.46627085379045,40.67796610169491,29.31034482758621,56.629032079266175,31.428571428571427,36.26373626373628,34.571428571428555,66.25000000000001,Data Science
9,9,96,7,3,9,4,2,9,6,75.75117022439358,DevOps Engineering,72.23445761625894,75.6198347107438,77.20199385181986,41.24293785310735,48.275862068965516,80.83640935123549,48.57142857142857,37.36263736263737,78.28571428571428,61.25000000000001,Cloud Computing
8,6,66,8,8,1,2,3,5,7,63.55346173116697,DevOps Engineering,43.46837704329384,19.834710743801654,47.51790045985344,32.20338983050847,24.13793103448276,45.41986266926051,26.857142857142858,24.17582417582419,31.99999999999999,31.25,Cybersecurity
1,5,66,7,6,7,9,5,8,6,32.16913169452526,Backend Development,40.82751007898792,58.67768595041323,37.213290373915264,55.932203389830526,55.74712643678161,34.823707028544824,55.99999999999999,56.04395604395606,45.42857142857142,77.50000000000003,Software Testing
1,7,75,4,6,6,4,10,5,8,31.470622776885183,Web Development,28.057404593487757,44.628099173553714,34.88718413640578,70.05649717514125,63.793103448275865,36.29430707601452,61.142857142857146,69.23076923076924,42.28571428571428,35.00000000000001,UI/UX Design
9,6,62,2,6,7,6,6,2,9,54.102599677732485,Backend Development,55.86181777174093,40.49586776859504,42.8318236966871,40.67796610169492,48.85057471264368,39.684495491488455,48.57142857142856,57.14285714285716,23.999999999999996,29.375,Game Development
8,7,66,9,3,3,1,7,4,8,59.90403385841944,DevOps Engineering,42.18129229328916,24.793388429752063,43.3358703512072,42.93785310734463,32.758620689655174,41.87552383770575,30.285714285714278,36.26373626373628,30.571428571428577,27.500000000000007,Cybersecurity
9,8,87,10,10,3,9,4,2,5,84.78753195356617,Cybersecurity,78.76551426634244,66.52892561983471,84.14310185758879,32.76836158192091,35.05747126436782,83.7392115006145,38.285714285714285,47.25274725274726,80.57142857142856,62.500000000000014,Cybersecurity
7,6,66,8,1,1,5,7,7,8,66.31972540098077,DevOps Engineering,51.34931412379225,28.512396694214864,52.402343019484775,47.45762711864407,25.287356321839084,49.60791089393704,21.71428571428572,29.670329670329675,37.142857142857146,49.375,Cybersecurity
3,4,97,5,4,4,3,10,7,10,32.169984654777544,UI/UX Design,23.921200395062375,54.545454545454554,46.64778909105507,71.1864406779661,54.59770114942529,53.84437155894959,50.857142857142854,57.14285714285715,71.42857142857143,34.375,DevOps Engineering
3,7,63,4,10,2,4,3,3,10,19.962053138396808,DevOps Engineering,12.83443977582822,21.487603305785132,18.844058577608052,29.943502824858765,29.31034482758621,18.421932644609107,33.142857142857146,34.06593406593407,23.428571428571416,21.250000000000004,Game Development
2,8,94,2,6,10,1,7,7,9,29.489850738675084,Game Development,28.07240859384591,62.396694214876035,41.188585370235906,66.10169491525426,72.98850574712644,48.12095143439487,72.0,65.93406593406594,59.71428571428571,26.875000000000004,Web Development
5,4,55,5,11,8,9,4,1,8,31.215478666957168,Data Science,43.984963379913125,50.41322314049586,28.437407966639732,36.72316384180791,55.74712643678163,23.899411335422002,59.42857142857143,65.93406593406594,25.14285714285713,49.37500000000001,Game Development
3,4,84,2,10,3,8,8,1,2,39.62035590543783,Cybersecurity,38.31842979866932,51.23966942148759,54.478211261281665,49.71751412429379,47.12643678160919,55.400781501693295,48.00000000000001,63.73626373626373,65.42857142857143,38.75,DevOps Engineering
6,4,95,9,2,7,4,9,9,2,86.22304409991484,UI/UX Design,75.2037442701618,70.66115702479338,85.6748705030911,72.88135593220339,62.06896551724138,87.73662484144947,57.71428571428571,59.34065934065935,83.14285714285712,68.75000000000001,Cloud Computing
2,4,63,5,7,7,2,7,6,3,25.304276987552143,Game Development,21.424918530005588,33.47107438016529,24.09074024374349,61.01694915254237,61.49425287356321,22.50966973345945,61.142857142857146,59.34065934065935,26.85714285714285,39.37500000000001,Web Development
3,6,96,3,7,9,9,8,5,7,51.40290739942708,Data Science,60.51797877509255,85.12396694214875,67.54899836441956,64.97175141242938,71.26436781609196,71.4137794809378,70.28571428571428,78.02197802197804,81.7142857142857,59.375000000000014,Backend Development
5,9,57,1,11,6,4,8,6,9,25.826874169741863,Web Development,25.73432225177912,26.033057851239672,19.387971175938276,71.75141242937853,70.11494252873564,17.047189723194148,71.42857142857143,71.42857142857144,11.428571428571429,29.375000000000007,UI/UX Design
1,6,64,7,4,1,9,2,6,8,40.875980460466934,DevOps Engineering,36.69714806353549,37.1900826446281,40.17357261664588,23.72881355932203,13.218390804597702,37.248403723612064,14.285714285714285,18.681318681318686,40.85714285714285,61.250000000000014,Software Testing
1,6,76,3,4,8,10,9,1,9,37.73048044880382,Data Science,49.06876217961464,68.18181818181817,46.37137135144895,50.28248587570621,56.896551724137936,46.38644406271113,53.714285714285715,73.62637362637363,53.428571428571416,47.5,Game Development
9,8,62,8,1,1,3,6,5,6,78.5519289199406,DevOps Engineering,57.773083106511415,19.421487603305778,56.32196787417648,35.59322033898306,18.390804597701152,52.047221279504676,15.42857142857143,23.076923076923084,29.14285714285713,36.875,Data Science
7,8,98,6,2,3,7,4,9,1,84.24957187483567,Cloud Computing,73.14358598036647,64.87603305785125,90.72300117914193,42.93785310734463,28.735632183908045,92.6510500719514,27.428571428571423,27.472527472527474,90.0,70.625,Cloud Computing
1,9,80,1,9,5,7,5,4,4,41.90282946003748,DevOps Engineering,40.61970860396469,50.41322314049586,50.882282679268855,45.19774011299435,47.70114942528736,51.38491611529539,49.71428571428571,53.846153846153854,54.57142857142856,41.25,DevOps Engineering
8,8,84,3,10,8,10,10,3,6,64.43061337149163,Data Science,73.54496394323712,74.79338842975206,70.08214677452304,72.31638418079098,77.58620689655173,69.98882615071564,77.14285714285715,91.20879120879121,67.42857142857144,57.50000000000001,Game Development
3,5,55,4,8,9,4,5,1,6,29.252727704058234,Mobile Development,32.829415212892215,38.016528925619824,22.171526857898257,37.853107344632775,56.32183908045978,18.589468417324635,57.714285714285715,61.53846153846154,15.428571428571425,28.750000000000004,Game Development
8,9,54,2,8,7,2,7,2,8,45.31250405663298,Game Development,40.15906474265012,22.314049586776854,27.86949940668741,49.15254237288136,56.89655172413792,24.099425969240915,57.14285714285713,61.53846153846154,5.428571428571424,13.125,Game Development
5,8,71,8,9,9,9,9,3,1,62.663972303229066,Data Science,70.34566398299485,70.66115702479338,62.681743586936534,66.66666666666666,75.86206896551725,58.88413389235105,75.42857142857142,86.81318681318682,58.285714285714285,73.12500000000001,Game Development
1,9,98,4,7,3,4,7,4,2,42.78155745791751,DevOps Engineering,31.42132148727743,53.71900826446281,60.239973243973274,49.717514124293785,41.954022988505756,65.2919639526902,41.71428571428571,48.35164835164837,80.28571428571428,35.625,DevOps Engineering
7,6,72,1,9,5,8,9,7,2,58.99687382858896,UI/UX Design,59.16071262601699,46.69421487603306,59.11753070980439,75.70621468926554,66.66666666666666,56.19416358996483,66.28571428571428,72.52747252747253,46.857142857142854,57.50000000000001,UI/UX Design
5,6,74,10,10,10,2,4,6,6,45.40927238290065,Mobile Development,44.13618486741115,58.67768595041323,41.766837976667084,54.23728813559322,70.11494252873564,42.31081981723381,73.14285714285714,62.637362637362635,47.14285714285714,51.87500000000001,Mobile Development
6,9,83,2,2,8,8,10,8,7,73.29422844607384,Data Science,75.2592909769285,66.94214876033058,71.88316254470053,75.70621468926554,67.816091954023,71.78341697180048,62.857142857142854,71.42857142857144,59.71428571428571,60.62500000000001,UI/UX Design
6,5,75,8,6,1,10,10,9,2,69.18602042350881,UI/UX Design,63.470024851971814,50.41322314049586,69.92831473176653,77.96610169491525,50.57471264367817,66.6778215697457,47.99999999999999,59.34065934065935,65.14285714285714,85.0,Software Testing
8,5,96,6,3,8,5,4,6,5,78.51111746426777,DevOps Engineering,74.12799767633777,73.96694214876032,80.82460217878477,40.11299435028249,45.97701149425288,83.86807923012552,45.14285714285713,43.956043956043956,79.71428571428572,53.75000000000001,Cloud Computing
9,9,54,1,11,7,7,6,7,6,58.63272490953598,Mobile Development,61.477632354799084,35.537190082644635,43.794166609771054,66.10169491525426,68.96551724137932,37.684567671202295,71.42857142857142,69.23076923076924,15.714285714285703,50.625,Mobile Development
2,8,75,8,6,1,7,8,4,4,50.88201108766675,DevOps Engineering,40.86357088315198,41.735537190082646,53.38491263375267,50.84745762711863,35.05747126436783,52.237470367531266,33.71428571428572,47.25274725274726,57.428571428571416,53.75,DevOps Engineering
9,7,69,3,3,10,9,9,2,1,78.23439545196815,Data Science,86.39721638691002,66.11570247933884,71.2166009131875,54.23728813559322,64.36781609195403,66.12933455444852,60.57142857142856,76.92307692307693,48.285714285714285,58.750000000000014,Data Science
9,5,55,8,8,10,3,1,9,3,60.924493961158696,Mobile Development,60.404769586818105,43.38842975206611,42.71980752274132,45.76271186440678,60.344827586206904,37.132273176460345,64.0,46.15384615384615,21.71428571428572,64.37500000000001,Software Testing
7,4,55,1,11,6,10,1,9,10,36.30767253676051,Backend Development,47.438299332336385,41.735537190082646,31.640045620604095,46.32768361581922,51.14942528735632,26.978485611965713,56.57142857142856,47.25274725274726,19.714285714285708,63.750000000000014,Software Testing
